Code	Name	Block	Version	Radical	Strokes	VStrokes	Pinyin	MorohashiId	NelsonIds	Sources	JSource	Joyo	Jinmei	LinkCodes	LinkNames	LinkType	Meaning	On	Kun
72E1	狡	CJK	1.1	94	9		jiǎo	20365	2881	GHJKTV	J0-6044						cunning, deceitful, treacherous	KOU KYOU	ZURUI WARUGASHIKO
72E2	狢	CJK	1.1	94	9		hé	20366	2879	GHJKT	J0-6042						animal name	KAKU	MUJINA
72E3	狣	CJK	1.1	94	9		zhào	20368		GHKT									
72E4	狤	CJK	1.1	94	9		jí	20374		GHKT									
72E5	狥	CJK	1.1	94	9		xùn	20377		GJKT	J1-4A7A						follow	SHUN JUN	TONAERU SHITAGAU
72E6	狦	CJK	1.1	94	9		shān	20380		GHKT									
72E7	狧	CJK	1.1	94	9		tà	20381		GT									
72E8	狨	CJK	1.1	94	9		róng	20384		GHKT									
72E9	狩	CJK	1.1	94	9		shòu	20390	2883	GHJKT	J0-3C6D	Y					winter hunting; imperial tour	SHU SHUU	KARU KARI
72EA	狪	CJK	1.1	94	9		tóng	20391		GHKT									
72EB	狫	CJK	1.1	94	9		lǎo	20394		GHKT									
72EC	独	CJK	1.1	94	9		dú	20406	2884	GJKTV	J0-4648	Y					alone, single, solitary, only	DOKU	HITORI
72ED	狭	CJK	1.1	94	9		xiá	20406P	2882	GJKT	J0-3639	Y					narrow, limited; narrow-minded; to pinch	KYOU KOU	SEMAI SEBAMERU
72F3	狳	CJK	1.1	94	10		yú	20409		GHJKT	J14-7043							YO	
72F4	狴	CJK	1.1	94	10		bì	20410		GHJKT	J1-4A7C						a kind of tapir; a fierce beast depicted on the door of prisons	HEI HAI BAI	
72F5	狵	CJK	1.1	94	10		máng	20413		GKT				5C28	尨	Semantic*	shaggy haired dog; variegated	BOU	MUKUINU
72F6	狶	CJK	1.1	94	10		xī	20416		GHKT									
72F7	狷	CJK	1.1	94	10		juàn	20426	2886	GHJKT	J0-6046						rash, impetuous, impulsive	KEN	TAMERAU
72F8	狸	CJK	1.1	94	10		lí	20427	2887	GHJKTV	J0-432C						fox	RI	TANUKI
72F9	狹	CJK	1.1	94	10		xiá	20428	2882	GHJKTV	J0-6045		Y	72ED	狭	Jinmei	narrow, limited; narrow-minded; to pinch	KYOU KOU	SEMAI SEBAMERU
72FA	狺	CJK	1.1	94	10		yín	20430		GHJKTV	J14-7044						the snarling of dogs	GEN GON	
72FB	狻	CJK	1.1	94	10		suān	20431		GHJKT	J13-776B						a fabulous beast	SAN SHUN	
72FC	狼	CJK	1.1	94	10		láng	20432	2888	GHJKTV	J0-4F35		Y				wolf	ROU	OOKAMI
72FD	狽	CJK	1.1	94	10		bèi	20433	2885	GHJKT	J0-4762						a legendary animal with short forelegs which rode a wolf	HAI BAI	
72FE	狾	CJK	1.1	94	10		zhì	20434		GHJKT	J1-4B21							SEI KEI	
72FF	狿	CJK	1.1	94	9		yán	20435		GHKT									
7300	猀	CJK	1.1	94	10		shā	20451		GHT									
7301	猁	CJK	1.1	94	10		lì	20453		GHKT									
7302	猂	CJK	1.1	94	10		hàn	20454		GHJKT	J1-4B22							KAN	TAKASHI ARASHI
7304	猄	CJK	1.1	94	11		jīng	20455		GHJT	J1-4B23							KEI KYOU	
7305	猅	CJK	1.1	94	11		pái	20456		GJKT	J1-4B24							HAI BAI	
7306	猆	CJK	1.1	94	12		fēi	20457		GT									
7307	猇	CJK	1.1	94	11		xiāo	20461		GHJKT	J14-7045						the scream or roar of a tiger; to intimidate; to scare	OU YOU KOU KYOU	
7308	猈	CJK	1.1	94	11		bài	20463		GHKT									
7309	猉	CJK	1.1	94	11		qí	20464		GKTV									
730A	猊	CJK	1.1	94	11		ní	20468	2890	GHJKTV	J0-6049						lion; wild beast; wild horse	GEI	
730B	猋	CJK	1.1	94	12		biāo	20469		GHJKT	J1-4B26						wind; storm; gale; dog moving; (Cant.) running quickly	HYOU	
730C	猌	CJK	1.1	94	12		yìn	20470		GHKT									
730D	猍	CJK	1.1	94	11		lái	20471		GJKT	J1-4B27							RAI RI	TANUKI
730E	猎	CJK	1.1	94	11		liè	20472		GKT				7375	獵	Traditional*	hunt; field sports	RYOU	KARI KARU
730F	猏	CJK	1.1	94	11		jiān	20475		GHKT									
7310	猐	CJK	1.1	94	10		qiāng	20477		GHKT									
7311	猑	CJK	1.1	94	11		kūn	20479		GHKT									
7312	猒	CJK	1.1	94	12		yàn	20482		GHJKT	J14-7046							EN OU YOU	AKIRU
7313	猓	CJK	1.1	94	11		guǒ	20483		GHJKT	J1-4B29						monkey	KA	
7314	猔	CJK	1.1	94	11		zòng	20487		GT									
7315	猕	CJK	1.1	94	11		mí	20488		GT				737C	獼	Traditional*	macacus monkey	BI MI	SARU
7316	猖	CJK	1.1	94	11		chāng	20490	2891	GHJKT	J0-604B						mad, wild, reckless, unruly	SHOU	KURUU
7317	猗	CJK	1.1	94	11		yī	20493		GHJKT	J0-6048						exclamation of admiration	I	AU URUWASHII NAGAI
7318	猘	CJK	1.1	94	11		zhì	20494		GHJKT	J14-7047						fierce dog; furious, frenzied	SEI KEI	
7319	猙	CJK	1.1	94	11		zhēng	20495		GHJKT	J14-7048						fierce-looking, ferocious	SOU SHOU JOU	
731A	猚	CJK	1.1	94	11		yá	20497		GTV									
731B	猛	CJK	1.1	94	11		měng	20498	2895	GHJKTV	J0-4C54	Y					violent, savage, cruel; bold	MOU BOU	TAKESHI
731C	猜	CJK	1.1	94	11		cāi	20499	2892	GHJKT	J0-604A						guess, conjecture, suppose; feel	SAI	NETAMU
731D	猝	CJK	1.1	94	11		cù	20500		GHJKTV	J0-604C						abruptly, suddenly; abrupt	SOTSU	NIWAKA
731E	猞	CJK	1.1	94	11		shē	20511		GHJKT	J1-4B2C						a wild cat; 猞猁, a lynx	SHA	
731F	猟	CJK	1.1	94	11		liè	20512P	2894	GJK	J0-4E44	Y					hunt; field sports	RYOU	KARI KARU
7322	猢	CJK	1.1	94	12		hú	20513		GHJKTV	J1-4B2D						a kind of monkey found in W.China	KO GO	
7323	猣	CJK	1.1	94	12		zōng	20514		GHKT									
7324	猤	CJK	1.1	94	12		guì	20517		GJKT	J1-4B2E							KI GI	TAKESHII ISAMASHII
7325	猥	CJK	1.1	94	12		wěi	20519	2898	GHJKT	J0-6050						vulgar, low, cheap; wanton; obscene	WAI	MIDARI MIDARINI
7326	猦	CJK	1.1	94	12		fēng	20522		GHKT									
7327	猧	CJK	1.1	94	12		wō	20524		GHJKT	J13-776D							KA WA	CHIN
7328	猨	CJK	1.1	94	12		yuán	20525		GHJKT	J13-776E						ape	EN	SARU
7329	猩	CJK	1.1	94	12		xīng	20528	2899	GHJKTV	J0-604F						species of orangutan	SEI SHOU	AKAIRO
732A	猪	CJK	1.1	94	11		zhū	20511P	2889	GHJKTV	J0-4376		Y				pig, hog, wild boar	CHO	INOSHISHI I
732B	猫	CJK	1.1	94	11		māo	20535	2893	GHJKTV	J0-472D	Y					cat	BYOU BOU MYOU	NEKO
732C	猬	CJK	1.1	94	12		wèi	20536		GHJKT	J14-704B			875F	蝟	Traditional	vulgar; wanton; low; many; varied; a hedgehog, porcupine	I	HARINEZUMI
732D	猭	CJK	1.1	94	12		chuān	20538		GHKT									
732E	献	CJK	1.1	94	13		xiàn	20539	2901	GHJKTV	J0-3825	Y					offer, present; show, display	KEN KON	TATEMATSURU
732F	猯	CJK	1.1	94	12		tuān	20540		GJKT	J0-604E							TAN	INOSHISHI
7330	猰	CJK	1.1	94	12		yà	20542		GHKT									
7331	猱	CJK	1.1	94	12		náo	20544		GHJKT	J14-704C						a monkey with yellow hair	DOU NOU JUU NYUU	SARU
7332	猲	CJK	1.1	94	12		xiē	20550		GHJKT	J1-4B33						smoke or flames from fire; roast	KATSU KACHI RYOU	OOKAMI
7333	猳	CJK	1.1	94	12		jiā	20551		GHJKT	J4-704D								
7334	猴	CJK	1.1	94	12		hóu	20553	2896	GHJKTV	J0-604D						monkey, ape; monkey-like	KOU GO	SARU
7335	猵	CJK	1.1	94	12		biān	20556		GHJKT	J1-4B34							HEN HIN BIN	
7336	猶	CJK	1.1	94	12		yóu	20557	2897	GHJKTV	J0-4D31	Y					like, similar to, just like, as	YUU	NAO
7337	猷	CJK	1.1	94	13		yóu	20558		GHJKT	J0-4D32						plan, scheme; plan, plot; way	YUU	HAKARU HAKARIGOTO
7338	猸	CJK	1.1	94	12		méi	20561		GHT									
7339	猹	CJK	1.1	94	12		chá			GHJK	J4-704A								
733A	猺	CJK	1.1	94	13		yáo	20571		GHJKT	J1-4B35						jackal; name of a tribe	YOU	
733B	猻	CJK	1.1	94	13		sūn	20573		GHJKT	J1-4B36						monkey	SON	SARU
733C	猼	CJK	1.1	94	13		bó	20578		GHKT									
733D	猽	CJK	1.1	94	13		míng	20579		GJKT	J14-704E							BEI MYOU MEI	
733E	猾	CJK	1.1	94	13		huá	20583	2903	GHJKT	J0-6051						crafty, cunning, shrewd; deceitful	KATSU	WARUGASHIKO
733F	猿	CJK	1.1	94	13		yuán	20584	2905	GHJKTV	J0-316E	Y					ape	EN	SARU
7340	獀	CJK	1.1	94	12		sōu	20588		GHKT									
7341	獁	CJK	1.1	94	13		mà	20595		GHT									
7342	獂	CJK	1.1	94	13		yuán	20596		GHKT									
7343	獃	CJK	1.1	94	14		dāi	20599		GHJKT	J1-4B38						dull; dull-minded, simple, stupid	GAI	OROKA
7344	獄	CJK	1.1	94	14		yù	20603	2906	GHJKTV	J0-3976	Y					prison, jail; case; lawsuit	GOKU KYOKU	HITOYA
7345	獅	CJK	1.1	94	13		shī	20609	2904	GHJKTV	J0-3B62		Y				lion	SHI	SHISHI
7346	獆	CJK	1.1	94	13		háo	20610		GT									
7347	獇	CJK	1.1	94	12		qiāng	20477		GT									
7348	獈	CJK	1.1	94	13		yì	20616		GHT									
7349	獉	CJK	1.1	94	13		zhēn	20619		GHKT									
734A	獊	CJK	1.1	94	13		cāng			GHKT								SOU	
734B	獋	CJK	1.1	94	15		háo	20667		GKT									
734C	獌	CJK	1.1	94	14		màn	20626		GHKT									
734D	獍	CJK	1.1	94	14		jìng	20627		GHJKT	J1-4B39						a mythical animal that eats its mother when it is born; Manchurian tiger	KYOU	KAGAMI
734E	獎	CJK	1.1	94	15		jiǎng	20637		GHJKT	J0-6052						prize, reward; give award to	SHOU SOU	SUSUMERU
734F	獏	CJK	1.1	94	13		mò	20638	2902	GHJKT	J0-6053						the panther; the tapir	BAKU MYAKU	BAKU
7350	獐	CJK	1.1	94	14		zhāng	20643		GHJKT	J13-7770						roebuck, hornless river deer	SHOU	NORO
7351	獑	CJK	1.1	94	14		chán	20645		GHKT									
7352	獒	CJK	1.1	94	15		áo	20646		GHJKTV	J14-704F						mastiff, large fierce dog	GOU	INU
7353	獓	CJK	1.1	94	13		áo	20647		GT									
7354	獔	CJK	1.1	94	14		háo	20664		GT									
7356	獖	CJK	1.1	94	15		bèn	20669		GJKT	J1-4B3C							FUN BUN HON BON	
7357	獗	CJK	1.1	94	15		jué	20671	2908	GHJKT	J0-6055						unruly, wild, violent, lawless	KETSU KACHI	TAKERU
7358	獘	CJK	1.1	94	16		bì	20672		GHJKT	J1-4B3D						collapse	HEI BEI HETSU BECHI	
7359	獙	CJK	1.1	94	14		bì	20673		GHT									
735A	獚	CJK	1.1	94	14		huáng	20676		GHKT									
735B	獛	CJK	1.1	94	15		pú	20679		GHKT									
735C	獜	CJK	1.1	94	15		lín	20680		GKTV									
735D	獝	CJK	1.1	94	15		xù	20684		GHJKT	J1-4B3E						devil	KITSU KICHI ITSU ICHI	KURUU
735E	獞	CJK	1.1	94	15		tóng	20687		GHJKT	J1-4B3F						name of a variety of dog; wild tribes in South China	TOU ZU	
735F	獟	CJK	1.1	94	15		yào	20690		GHJKT	J1-4B40							GYOU GOU KYOU	
7360	獠	CJK	1.1	94	15		liáo	20692	2907	GHJKT	J1-4B41						to hunt at night by torches	RYOU ROU TOU	KARI
7361	獡	CJK	1.1	94	14		shuò	20695		GHKT									
7362	獢	CJK	1.1	94	15		xiāo	20697		GHKT									
7363	獣	CJK	1.1	94	16		shòu	20714P	2909,2914	GJK	J0-3D43	Y					beast, animal; bestial	JUU	KEMONO
7365	獥	CJK	1.1	94	16		jiào	20721		GHKT									
7366	獦	CJK	1.1	94	15		gé	20723		GHJKT	J13-7771							KATSU KACHI RYOU	OOKAMI
7367	獧	CJK	1.1	94	16		juàn	20724		GHJKT	J1-4B43						rash; honest and straightforward	KEN	HANEODORU
7368	獨	CJK	1.1	94	16		dú	20725	2910	GHJKTV	J0-6057			72EC	独	Simplified	alone, single, solitary, only	DOKU TOKU	HITORI
7369	獩	CJK	1.1	94	16		huì	20728		GHJKT	J1-4B44							WAI E	
736A	獪	CJK	1.1	94	16		kuài	20929	2911	GHJKTV	J0-6056						sly, cunning, crafty	KAI	WARUGASHIKO
736B	獫	CJK	1.1	94	16		xiǎn	20730		GHJKT	J14-7051						dog	KEN REN	
736C	獬	CJK	1.1	94	16		xiè	20734		GHJKTV	J14-7052						a fabulous monster	KAI GE	
736E	獮	CJK	1.1	94	17		xiǎn	20748		GHJKT	J14-7054			72DD	狝	Simplified	hunt; autumn hunting; to capture with a fine net	SEN	KARI
736F	獯	CJK	1.1	94	17		xūn	20754		GHJKT	J14-7055						a tribe of Scythians which invaded China during the Hsia dynasty	KUN	
7370	獰	CJK	1.1	94	17		níng	20755	2913	GHJKTV	J0-6058						ferocious appearance; hideous	DOU	WARUI
7371	獱	CJK	1.1	94	17		biān	20756		GHJKT	J14-7056						a kind of otter	HIN BIN HEN	
7372	獲	CJK	1.1	94	16		huò	20758	2912	GHJKTV	J0-334D	Y					obtain, get, receive; seize	KAKU	ERU
7373	獳	CJK	1.1	94	17		nòu	20760		GHKT									
7374	獴	CJK	1.1	94	16		měng	20761		GHT									
7375	獵	CJK	1.1	94	18		liè	20768	2915	GHJKTV	J0-605A			730E	猎	Simplified	hunt; field sports	RYOU	KARI KARU
7376	獶	CJK	1.1	94	18		nǎo	20770		GHKT								NYOU DOU NOU	
7377	獷	CJK	1.1	94	18		guǎng	20774		GHJKT	J14-7057						fierce, rude, uncivilized	KOU KYOU KU	ARAI
7378	獸	CJK	1.1	94	19		shòu	20775	2914	GHJKTV	J0-6059		Y	7363	獣	Jinmei	beast, animal; bestial	JUU	KEMONO
7379	獹	CJK	1.1	94	19		lú	20780		GJKT	J1-4B4B						a hound	RO RU	INU
737A	獺	CJK	1.1	94	19		tǎ	20782	2917	GHJKTV	J0-605C						otter	DATSU TATSU	KAWAUSO
737B	獻	CJK	1.1	94	20		xiàn	20783	2916	GHJKTV	J0-605B			732E	献	Simplified	offer, present; show, display	KEN KON	TATEMATSURU
737C	獼	CJK	1.1	94	20		mí	20788		GHJKT	J13-7772			7315	猕	Simplified	macacus monkey	BI MI	SARU
737D	獽	CJK	1.1	94	20		ráng	20789		GHKT									
737E	獾	CJK	1.1	94	20		huān	20798		GHKT				8C9B	貛	Semantic*	badger	KAN KEN GEN	MAMIDAMEKI
737F	獿	CJK	1.1	94	22		nǎo	20800		GHKT									
7380	玀	CJK	1.1	94	22		luó	20803		GHJKT	J1-4B4D						pig; Lolo aboriginal tribe	RA	
7381	玁	CJK	1.1	94	23		xiǎn	20804		GHJKT	J14-7058						a dog with a long snout or muzzle	KEN REN	
7382	玂	CJK	1.1	94	22		qí	20806		GHKT									
7383	玃	CJK	1.1	94	23		jué	20807		GHJKT	J1-4B4F						a large ape found in W. China	KYAKU KAKU KEKI KU	OOZARU
7384	玄	CJK	1.1	95	5		xuán	20814	2918	GHJKTV	J0-383C	Y					deep, profound, abstruse; KangXi radical 95	GEN KEN	KURO
7385	玅	CJK	1.1	95	9		miào	20815		GHJKT	J14-7059						mysterious, subtle; exquisite	MYOU	TAE
7386	玆	CJK	1.1	95	10		zī	20816	2919	GHJKT	J1-4B51						now, here; this; time, year	JI SHI KEN GEN	SHIGERU MASU MUSHIRO KOKONI
7387	率	CJK	1.1	95	11		lǜ	20817P	319	GHJKT	J0-4E28	Y					to lead; ratio; rate; limit	RITSU SOTSU	HIKIIRU OOMUNE WARIAI
7388	玈	CJK	1.1	95	11		lú	20818		GHKT									
7389	玉	CJK	1.1	96	5		yù	20821	2923	GHJKTV	J0-364C	Y					jade, precious stone, gem	GYOKU GOKU	TAMA
738A	玊	CJK	1.1	96	5		sù	20822		GHJKT	J4-705A								
738B	王	CJK	1.1	96	4		wáng	20823	2922	GHJKTV	J0-3226	Y					king, ruler; royal; surname	OU	KIMI
738C	玌	CJK	1.1	96	5		qiú	20826		GHT									
738E	玎	CJK	1.1	96	6		dīng	20830		GHJKT	J1-4B52						jingling, tinkling	TEI CHOU TOU	
738F	玏	CJK	1.1	96	6		lè	20831		GHKT									
7390	玐	CJK	1.1	96	6		bā	20833		GJKT	J1-4B53							HATSU HACHI	
7392	玒	CJK	1.1	96	7		hóng	20837		GHKT									
7393	玓	CJK	1.1	96	7		dì	20841		GHJKT	J1-4B54						pearly	TEKI CHAKU	HIKARU
7394	玔	CJK	1.1	96	7		chuàn	20844		GHJKT	J4-705B								
7395	玕	CJK	1.1	96	7		gān	20845		GHJKT	J13-7773						inferior variety of gem	KAN	
7396	玖	CJK	1.1	96	7		jiǔ	20846		GHJKT	J0-366A		Y				black-colored jade	KYUU KU	
7397	玗	CJK	1.1	96	7		yú	20847		GHJKT	J1-4B56						1/2 pr stone	U	
7398	玘	CJK	1.1	96	7		qǐ	20848		GHJKT	J14-705C						court-dress jewels	KI	TAMA
739C	玜	CJK	1.1	96	8		hóng	20855		GHJKT	J14-705D							KOU KU	TAMA
739D	玝	CJK	1.1	96	8		wǔ	20856		GHKT									
739E	玞	CJK	1.1	96	8		fū	20857		GHJKT	J14-705E						an inferior agate	FU	
739F	玟	CJK	1.1	96	8		wén	20860		GHJKT	J13-7774						streaks in jade; gem	BIN MIN BAI MAI BUN MON	
73A0	玠	CJK	1.1	96	8		jiè	20861		GHJKT	J13-7775						large jade tablet used by officials at court to indicate their ranks	KAI	
73A1	玡	CJK	1.1	96	8		yá	20862		GHKTV									
73A2	玢	CJK	1.1	96	8		bīn	20863		GHJKT	J13-7776						(archaic) a kind of jade	HIN FUN HAN HEN	TAMA
73A3	玣	CJK	1.1	96	8		biàn	20864		GKT									
73A4	玤	CJK	1.1	96	8		bàng	20865		GHKT									
73A5	玥	CJK	1.1	96	8		yuè	20867		GHJKT	J14-705F						mysterious gem; pearl	GETSU GACHI	
73A6	玦	CJK	1.1	96	8		jué	20869		GHJKT	J13-7777						broken piece of jade	KETSU KECHI	
73A7	玧	CJK	1.1	96	8		mén	20870		GHKT									
73A8	玨	CJK	1.1	96	8		jué	20871		GHJT	J4-7060								
73A9	玩	CJK	1.1	96	8		wán	20872	2925	GHJKTV	J0-3461	Y					play with, joke, enjoy	GAN	MOTEASOBU
73AA	玪	CJK	1.1	96	8		jiān	20873		GHJKT	J1-4B5F							KAN KEN GEN GIN GON RIN	
73AB	玫	CJK	1.1	96	8		méi	20874		GHJKT	J13-7778						rose	BAI ME MAI	
73AC	玬	CJK	1.1	96	8		dǎn	20876		GHKT									
73AD	玭	CJK	1.1	96	8		pín	20879		GHJKT	J1-4B61							HIN BIN HEN BEN	
73B2	玲	CJK	1.1	96	9		líng	20888	2928	GHJKTV	J0-4E68		Y				tinkling of jade	REI ROU	
73B3	玳	CJK	1.1	96	9		dài	20889	2929	GHJKTV	J0-605E						tortoise shell	TAI	TAIMAI
73B4	玴	CJK	1.1	96	9		yì	20891		GHT									
73B5	玵	CJK	1.1	96	9		án	20892		GHJKT	J14-7061							GAN	
73B6	玶	CJK	1.1	96	9		píng	20893		GHT									
73B7	玷	CJK	1.1	96	9		diàn	20895		GHJKTV	J14-7062						flaw in gem; flaw in character	TEN	KAKERU
73B8	玸	CJK	1.1	96	9		fú	20896		GHKT									
73B9	玹	CJK	1.1	96	9		xuán	20898		GHJKT	J14-7063						jadelike precious stone; jade-colored	KEN GEN	ISHI
73BA	玺	CJK	1.1	96	10		xǐ	20935		GHT				74BD	璽	Traditional*	imperial signet, royal signet	JI SHI	SHIRUSHI
73BB	玻	CJK	1.1	96	9		bō	20899	2931	GHJKTV	J0-6060						glass	HA	
73BC	玼	CJK	1.1	96	10		cǐ	20900		GHJKT	J14-7064						beautiful color of gem; flaw in	SEI SAI SA SHI	AZAYAKA
73BD	玽	CJK	1.1	96	9		gǒu	20901		GJKT	J1-4B66							KOU KU	
73BE	玾	CJK	1.1	96	9		jiǎ	20902		GHT									
73BF	玿	CJK	1.1	96	9		sháo	20903		GHJKT	J14-7065							SHOU JOU	
73C0	珀	CJK	1.1	96	9		pò	20904	2926	GHJKTV	J0-6061		Y				amber	HAKU HYAKU	
73C1	珁	CJK	1.1	96	8		cí	20905		GT									
73C2	珂	CJK	1.1	96	9		kē	20906	2927	GHJKT	J0-3251		Y				inferior kind of jade	KA	KUTSUWAGAI KUTSUWA
73C3	珃	CJK	1.1	96	9		rǎn	20907		GHKT									
73C4	珄	CJK	1.1	96	9		shēng	20909		GHT									
73C5	珅	CJK	1.1	96	9		shēn	20910		GHJKT	J14-7066							SHIN	
73C6	珆	CJK	1.1	96	9		yí	20912		GHJKT	J1-4B69							I TAI	
73C7	珇	CJK	1.1	96	9		zǔ	20914		GHKT									
73C8	珈	CJK	1.1	96	9		jiā	20915	2930	GHJKT	J0-605D		Y				an ornament attached to a woman's hairpin	KA KE	
73C9	珉	CJK	1.1	96	9		mín	20916		GHJKT	J13-7779						stone resembling jade	BIN MIN	
73CA	珊	CJK	1.1	96	9		shān	20917	2932	GHJKTV	J0-3B39		Y				coral	SAN	
73CB	珋	CJK	1.1	96	9		liǔ	20918		GHJKT	J14-7067							RYUU RU	ISHI
73CC	珌	CJK	1.1	96	9		bì	20919		GHJKT	J1-4B6C						ornament	HITSU HICHI HETSU BECHI	KAZARI
73CD	珍	CJK	1.1	96	9		zhēn	20920	2933	GHJKTV	J0-4441	Y					precious, valuable, rare	CHIN	MEZURASHII
73CE	珎	CJK	1.1	96	9		zhēn	20921		GHJKT	J0-605F						precious, valuable, rare	CHIN	MEZURASHII
73CF	珏	CJK	1.1	96	9		jué	20926		GHJKT	J13-777A						two pieces of jade joined together	KAKU KOKU	
73D0	珐	CJK	1.1	96	9		fà	20934		GHT				743A	琺	Traditional*	enamel, cloisonné	HOU	
73D2	珒	CJK	1.1	96	10		jīn	20936		GHJKT	J1-4B6E							SHIN	TAMA
73D3	珓	CJK	1.1	96	10		jiào	20937		GHJKT	J1-4B6F						two hemispherical objects used in divination	KOU KYOU	
73D4	珔	CJK	1.1	96	10		jiàn	20939		GHKT									
73D5	珕	CJK	1.1	96	10		lì	20940		GHKT									
73D6	珖	CJK	1.1	96	10		guāng	20942		GHJKT	J13-777B						carat	KOU	TAMA
73D7	珗	CJK	1.1	96	10		xiān	20943		GHKT									
73D8	珘	CJK	1.1	96	10		zhōu	20944		GHT									
73D9	珙	CJK	1.1	96	10		gǒng	20945		GHJKT	J13-777C						precious stone; county in Sichuan	KYOU KOU	
73DA	珚	CJK	1.1	96	10		yān	20947		GHKT									
73DB	珛	CJK	1.1	96	10		xiù	20949		GHKT									
73DC	珜	CJK	1.1	96	10		yáng	20950		GHKT									
73DD	珝	CJK	1.1	96	10		xǔ	20952		GHJKT	J1-4B72							KU	TAMA
73DE	珞	CJK	1.1	96	10		luò	20953	2934	GHJKT	J0-6064						kind of necklace	RAKU REKI RYAKU	
73DF	珟	CJK	1.1	96	10		sù	20954		GT									
73E0	珠	CJK	1.1	96	10		zhū	20956	2936	GHJKTV	J0-3C6E	Y					precious stone, gem, jewel, pearl	SHU	TAMA
73E1	珡	CJK	1.1	96	10		qín	20957		GHJKT	J14-7068			7434	琴	Definition	variant of U+7434 琴, guqin or zither	KIN	KOTO
73E2	珢	CJK	1.1	96	10		yín	20961		GHKT							precious stone	GIN	UTSUKUSHII
73E3	珣	CJK	1.1	96	10		xún	20962		GHJKT	J13-777D						name of a kind of jade	SHUN	TAMA
73E4	珤	CJK	1.1	96	10		bǎo	20963		GHKT									
73E5	珥	CJK	1.1	96	10		ěr	20964		GHJKTV	J0-6062						ear ornament; stick, insert	JI	MIMIDAMA MIMIKAZARI HIGASA
73E6	珦	CJK	1.1	96	10		xiàng	20967		GHJKT	J1-4B75						a kind of jade	KYOU DOU SHOU	
73E7	珧	CJK	1.1	96	10		yáo	20968		GHJKT	J14-7069						mother-of-pearl	YOU	TAIRAGI
73E8	珨	CJK	1.1	96	10		xiá	20969		GHKT									
73E9	珩	CJK	1.1	96	10		háng	20971		GHJKTV	J13-777E						the top gem of the pendants	KOU GYOU	
73EA	珪	CJK	1.1	96	10		guī	20972	2937	GHJKT	J0-373E						a jade table conferred upon feudal princes by the emperor as a symbol of dignity and authority	KEI	TAMA
73EB	珫	CJK	1.1	96	10		chōng	20973		GHKT									
73EC	珬	CJK	1.1	96	10		xù	20974		GKT									
73ED	班	CJK	1.1	96	10		bān	20976	2935	GHJKTV	J0-4849	Y					class, group, grade; squad; job	HAN	WAKERU
73EE	珮	CJK	1.1	96	10		pèi	20977		GHJKT	J0-6063						jade ornament	HAI	OBIDAMA
73EF	珯	CJK	1.1	96	10		lǎo	20982		GHT									
73F1	珱	CJK	1.1	96	10		yīng			GJ	J0-607E						a necklace made of precious stones	EI YOU	
73F3	珳	CJK	1.1	96	11		wén	20985		GHT									
73F4	珴	CJK	1.1	96	11		é	20987		GHJKT	J1-4B78							GA	
73F5	珵	CJK	1.1	96	11		chéng	20988		GHJKT	J1-4B79							TEI JOU CHOU	
73F6	珶	CJK	1.1	96	11		dì	20989		GHT									
73F7	珷	CJK	1.1	96	12		wǔ	20990		GHJKT	J1-4B7A						an inferior gem	BU MU	
73F8	珸	CJK	1.1	96	11		wú	20993		GHJKT	J0-6069							GO	
73F9	珹	CJK	1.1	96	11		chéng	20994		GHJKT	J14-706A						type of jade; pearl	SEI JOU	TAMA
73FA	珺	CJK	1.1	96	11		jùn	20997		GHJKT	J14-706C						beautiful jade	KUN	
73FB	珻	CJK	1.1	96	11		méi	20998		GHJKT	J1-4B7D							BAI ME MAI	TAMA
73FC	珼	CJK	1.1	96	11		bèi	21000		GHKT									
73FD	珽	CJK	1.1	96	11		tǐng	21001		GHJKT	J1-4B7E						jade tablet	TEI CHOU	
73FE	現	CJK	1.1	96	11		xiàn	21004	2943	GHJKTV	J0-383D	Y					appear, manifest, become visible	GEN KEN	ARAWARERU ARAWASU UTSUTSU
73FF	珿	CJK	1.1	96	11		chù	21006		GHJKT	J1-4C21							SHUKU SUKU SAKU	HITOSHII
7400	琀	CJK	1.1	96	11		hán	21007		GHJKT	J1-4C22						gems of pearls formerly put into the mouth of a corpse	KAN GON	HUKUMIDAMA
7401	琁	CJK	1.1	96	11		xuán	21008		GHJKT	J14-706D						beautiful jade; star	ZEN SEN KEI	
7402	琂	CJK	1.1	96	11		yán	21010		GHT									
7403	球	CJK	1.1	96	11		qiú	21011	2941	GHJKTV	J0-3565	Y					ball, sphere, globe; round	KYUU GU	TAMA
7404	琄	CJK	1.1	96	11		xuàn	21012		GHJKT	J1-4C24						scabbard; traces, reins	KEN KEI GYOU	TAMA
7405	琅	CJK	1.1	96	11		láng	21013	2938	GHJKT	J0-6066						a variety of white carnelian; pure	ROU	
7406	理	CJK	1.1	96	11		lǐ	21014	2942	GHJKTV	J0-4D7D	Y					reason, logic; manage	RI	SUJI KOTOWARI OSAMERU
7407	琇	CJK	1.1	96	11		xiù	21015		GHJKT	J13-7821						coarse variety of jasper or jade	SHUU SHU YUU U	
7408	琈	CJK	1.1	96	11		fú	21016		GHKT									
7409	琉	CJK	1.1	96	11		liú	20978	2939	GHJKTV	J0-4E30		Y				sparkling stone; glazed, opaque	RYUU RU	
